Company Name	Symbol
Cartrade Tech Limited	CARTRADE.NS
Greenply Industries Limited	GREENPLY.NS
IIFL Securities Limited	IIFLSEC.NS
Dodla Dairy Limited	DODLA.NS
Meghmani Organics Limited	MOL.NS
Somany Home Innovation Limited	SHIL.NS
Rajratan Global Wire Limited	RAJRATAN.NS
IndoStar Capital Finance Limited	INDOSTAR.NS
National Fertilizers Limited	NFL.NS
Gaselecteden Reach Shipbuilders & Engineers Limited	GRSE.NS
Thomas Cook  (India)  Limited	THOMASCOOK.NS
Automotive Axles Limited	AUTOAXLES.NS
Ujjivan Small Finance Bank Limited	UJJIVANSFB.NS
D B Realty Limited	DBREALTY.NS
Everest Kanto Cylinder Limited	EKC.NS
Kiri Industries Limited	KIRIINDUS.NS
Puravankara Limited	PURVA.NS
Steel Strips Wheels Limited	SSWL.NS
Anand Rathi Wealth Limited	ANANDRATHI.NS
Ramkrishna Forgings Limited	RKFORGE.NS
Valiant Organics Limited	VALIANTORG.NS
LT Foods Limited	DAAWAT.NS
Apar Industries Limited	APARINDS.NS
Butterfly Gandhimathi Appliances Limited	BUTTERFLY.NS
Black Box Limited	BBOX.NS
Inox Wind Limited	INOXWIND.NS
Paras Defence and Space Technologies Limited	PARAS.NS
ION Exchange (India) Limited	IONEXCHANG.NS
Tata Metaliks Limited	TATAMETALI.NS
Eveready Industries India Limited	EVEREADY.NS
PTC India Limited	PTC.NS
Jain Irrigation Systems Limited	JISLJALEQS.NS
Heranba Industries Limited	HERANBA.NS
Gufic Biosciences Limited	GUFICBIO.NS
Technocraft Industries (India) Limited	TIIL.NS
BLS International Services Limited	BLS.NS
Bajaj Consumer Care Limited	BAJAJCON.NS
Ashoka Buildcon Limited	ASHOKA.NS
Solara Active Pharma Sciences Limited	SOLARA.NS
Gokaldas Exports Limited	GOKEX.NS
Hindustan Construction Company Limited	HCC.NS
Oriental Aromatics Limited	OAL.NS
Dwarikesh Sugar Industries Limited	DWARKESH.NS
GE T&D India Limited	GET&D.NS
IFCI Limited	IFCI.NS
Amrutanjan Health Care Limited	AMRUTANJAN.NS
Pokarna Limited	POKARNA.NS
Hester Biosciences Limited	HESTERBIO.NS
Mold-Tek Packaging Limited	MOLDTKPAC.NS
Surya Roshni Limited	SURYAROSNI.NS
Kirloskar Brothers Limited	KIRLOSBROS.NS
Indian Metals & Ferro Alloys Limited	IMFA.NS
Shaselecteda Motor Industries Limited	SHAselectedAMOTR.NS
Ganesh Housing Corporation Limited	GANESHHOUC.NS
TV Today Network Limited	TVTODAY.NS
Acrysil Limited	ACRYSIL.NS
West Coast Paper Mills Limited	WSTCSTPAPR.NS
Gravita India Limited	GRAVITA.NS
Safari Industries (India) Limited	SAFARI.NS
Jayaswal Neco Industries Limited	JAYNECOIND.NS
IG Petrochemicals Limited	IGPL.NS
DCB Bank Limited	DCBBANK.NS
Mstc Limited	MSTCLTD.NS
Kolte - Patil Developers Limited	KOLTEPATIL.NS
Subros Limited	SUBROS.NS
Spandana Sphoorty Financial Limited	SPANDANA.NS
Gulf Oil Lubricants India Limited	GULFOILLUB.NS
Bhansali Engineering Polymers Limited	BEPL.NS
STEEL EXCHANGE INDIA LIMITED	STEELXIND.NS
Fino Payments Bank Limited	FINOPB.NS
Vidhi Specialty Food Ingredients Limited	VIDHIING.NS
IOL Chemicals and Pharmaceuticals Limited	IOLCP.NS
V.S.T Tillers Tractors Limited	VSTTILLERS.NS
The Andhra Sugars Limited	ANDHRSUGAR.NS
Vesuvius India Limited	VESUVIUS.NS
Nava Bharat Ventures Limited	NBVENTURES.NS
Agro Tech Foods Limited	ATFL.NS
MM Forgings Limited	MMFL.NS
Jaiprakash Associates Limited	JPASSOCIAT.NS
Bombay Dyeing & Mfg Company Limited	BOMDYEING.NS
S H Kelkar and Company Limited	SHK.NS
GMR Power and Urban Infra Limited	GMRP&UI.NS
Navneet Education Limited	NAVNETEDUL.NS
GATI Limited	GATI.NS
Stove Kraft Limited	STOVEKRAFT.NS
Fineotex Chemical Limited	FCL.NS
Mukand Limited	MUKANDLTD.NS
AVT Natural Products Limited	AVTNPL.NS
Voltamp Transformers Limited	VOLTAMP.NS
Shivalik Bimetal Controls Limited	SBCL.NS
Siyaram Silk Mills Limited	SIYSIL.NS
Fairchem Organics Limited	FAIRCHEMOR.NS
Jai Corp Limited	JAICORPLTD.NS
GTPL Hathway Limited	GTPL.NS
Astra Microwave Products Limited	ASTRAMICRO.NS
Anant Raj Limited	ANANTRAJ.NS
PSP Projects Limited	PSPPROJECT.NS
Tide Water Oil Company (India) Limited	TIDEWATER.NS
Mirza International Limited	MIRZAINT.NS
Balmer Lawrie & Company Limited	BALMLAWRIE.NS
HSIL Limited	HSIL.NS
Vishnu Chemicals Limited	VISHNU.NS
Kirloskar Oil Engines Limited	KIRLOSENG.NS
Apollo Pipes Limited	APOLLOPIPE.NS
Chennai Petroleum Corporation Limited	CHENNPETRO.NS
GTL Infrastructure Limited	GTLINFRA.NS
Pilani Investment and Industries Corporation Limited	PILANIINVS.NS
Manali Petrochemicals Limited	MANALIPETC.NS
Marksans Pharma Limited	MARKSANS.NS
Apcotex Industries Limited	APCOTEXIND.NS
Alembic Limited	ALEMBICLTD.NS
Nahar Spinning Mills Limited	NAHARSPING.NS
Genus Power Infrastructures Limited	GENUSPOWER.NS
Unichem Laboratories Limited	UNICHEMLAB.NS
Ramco Industries Limited	RAMCOIND.NS
Bajaj Hindusthan Sugar Limited	BAJAJHIND.NS
Subex Limited	SUBEXLTD.NS
Jtekt India Limited	JTEKTINDIA.NS
Shankara Building Products Limited	SHANKARA.NS
Genesys International Corporation Limited	GENESYS.NS
Punjab Chemicals & Crop Protection Limited	PUNJABCHEM.NS
Camlin Fine Sciences Limited	CAMLINFINE.NS
Confidence Petroleum India Limited	CONFIPET.NS
Datamatics Global Services Limited	DATAMATICS.NS
Den Networks Limited	DEN.NS
HBL Power Systems Limited	HBLPOWER.NS
InfoBeans Technologies Limited	INFOBEAN.NS
VA Tech Wabag Limited	WABAG.NS
Xpro India Limited	XPROINDIA.NS
Stylam Industries Limited	STYLAMIND.NS
The Karnataka Bank Limited	KTKBANK.NS
Excel Industries Limited	EXCELINDUS.NS
Indo Rama Synthetics (India) Limited	INDORAMA.NS
Expleo Solutions Limited	EXPLEOSOL.NS
INEOS Styrolution India Limited	INEOSSTYRO.NS
Jagran Prakashan Limited	JAGRAN.NS
The Orissa Minerals Development Company Limited	ORISSAMINE.NS
Electrosteel Castings Limited	ELECTCAST.NS
Future Retail Limited	FRETAIL.NS
LG Balakrishnan & Bros Limited	LGBBROSLTD.NS
Kabra Extrusion Technik Limited	KABRAEXTRU.NS
Kitex Garments Limited	KITEX.NS
Mrs. Bectors Food Specialities Limited	BECTORFOOD.NS
Goldiam International Limited	GOLDIAM.NS
Morepen Laboratories Limited	MOREPENLAB.NS
NELCO Limited	NELCO.NS
Renaissance Global Limited	RGL.NS
Gulshan Polyols Limited	GULPOLY.NS
Zen Technologies Limited	ZENTEC.NS
Garware Hi-Tech Films Limited	GRWRHITECH.NS
Prataap Snacks Limited	DIAMONDYD.NS
Elecon Engineering Company Limited	ELECON.NS
Gabriel India Limited	GABRIEL.NS
NACL Industries Limited	NACLIND.NS
Panama Petrochem Limited	PANAMAPET.NS
Mayur Uniquoters Ltd	MAYURUNIQ.NS
Swaraj Engines Limited	SWARAJENG.NS
Ganesha Ecosphere Limited	GANECOS.NS
Pricol Limited	PRICOLLTD.NS
The South Indian Bank Limited	SOUTHBANK.NS
ADF Foods Limited	ADFFOODS.NS
Shriram Pistons & Rings Limited	SHRIPISTON.NS
PG Electroplast Limited	PGEL.NS
RPSG VENTURES LIMITED	RPSGVENT.NS
Sundaram Finance Holdings Limited	SUNDARMHLD.NS
Matrimony.Com Limited	MATRIMONY.NS
Krsnaa Diagnostics Limited	KRSNAA.NS
Kingfa Science & Technology (India) Limited	KINGFA.NS
Max Ventures and Industries Limited	MAXVIL.NS
Kirloskar Industries Limited	KIRLOSIND.NS
JSW Ispat Special Products Limited	JSWISPL.NS
CARE Ratings Limited	CARERATING.NS
D.B.Corp Limited	DBCORP.NS
Cantabil Retail India Limited	CANTABIL.NS
Thangamayil Jewellery Limited	THANGAMAYL.NS
Geojit Financial Services Limited	GEOJITFSL.NS
KCP Limited	KCP.NS
Heritage Foods Limited	HERITGFOOD.NS
DFM Foods Limited	DFMFOODS.NS
Himatsingka Seide Limited	HIMATSEIDE.NS
Federal-Mogul Goetze (India) Limited.	FMGOETZE.NS
New Delhi Television Limited	NDTV.NS
Omaxe Limited	OMAXE.NS
Southern Petrochemicals Industries Corporation  Limited	SPIC.NS
Avadh Sugar & Energy Limited	AVADHSUGAR.NS
Savita Oil Technologies Limited	SOTL.NS
Time Technoplast Limited	TIMETECHNO.NS
Gallantt Ispat Limited	GALLISPAT.NS
Mahanagar Telephone Nigam Limited	MTNL.NS
Jyoti Structures Limited	JYOTISTRUC.NS
Aptech Limited	APTECHT.NS
Ashiana Housing Limited	ASHIANA.NS
Accelya Solutions India Limited	ACCELYA.NS
Shanthi Gears Limited	SHANTIGEAR.NS
Nahar Poly Films Limited	NAHARPOLY.NS
Sasken Technologies Limited	SASKEN.NS
Nureca Limited	NURECA.NS
GOCL Corporation Limited	GOCLCORP.NS
Prakash Industries Limited	PRAKASH.NS
Dynamatic Technologies Limited	DYNAMATECH.NS
NXTDIGITAL LIMITED	NXTDIGITAL.NS
Kopran Limited	KOPRAN.NS
Ambika Cotton Mills Limited	AMBIKCO.NS
JMC Projects (India)  Limited	JMCPROJECT.NS
Shivalik Rasayan Limited	SHIVALIK.NS
Texmaco Rail & Engineering Limited	TEXRAIL.NS
EIH Associated Hotels Limited	EIHAHOTELS.NS
Wonderla Holidays Limited	WONDERLA.NS
Neuland Laboratories Limited	NEULANDLAB.NS
Shriram Properties Limited	SHRIRAMPPS.NS
Sandhar Technologies Limited	SANDHAR.NS
DPSC Limited	DPSCLTD.NS
GM Breweries Limited	GMBREW.NS
Kalyani Steels Limited	KSL.NS
Thejo Engineering Limited	THEJO.NS
Sirca Paints India Limited	SIRCA.NS
Kesoram Industries Limited	KESORAMIND.NS
Nitin Spinners Limited	NITINSPIN.NS
Shalby Limited	SHALBY.NS
J.Kumar Infraprojects Limited	JKIL.NS
Lloyds Steels Industries Limited	LSIL.NS
Precision Camshafts Limited	PRECAM.NS
Honda India Power Products Limited	HONDAPOWER.NS
S.J.S. Enterprises Limited	SJS.NS
63 moons technologies limited	63MOONS.NS
Ujjivan Financial Services Limited	UJJIVAN.NS
Bodal Chemicals Limited	BODALCHEM.NS
Wheels India Limited	WHEELS.NS
KDDL Limited	KDDL.NS
Power Mech Projects Limited	POWERMECH.NS
Kewal Kiran Clothing Limited	KKCL.NS
TVS Srichakra Limited	TVSSRICHAK.NS
Khaitan Chemicals & Fertilizers Limited	KHAICHEM.NS
Ramky Infrastructure Limited	RAMKY.NS
Vindhya Telelinks Limited	VINDHYATEL.NS
Century Enka Limited	CENTENKA.NS
Titagarh Wagons Limited	TWL.NS
Insecticides (India) Limited	INSECTICID.NS
OnMobile Global Limited	ONMOBILE.NS
HMT Limited	HMT.NS
AGS Transact Technologies Limited	AGSTRA.NS
Cigniti Technologies Limited	CIGNITITEC.NS
Nucleus Software Exports Limited	NUCLEUS.NS
Ester Industries Limited	ESTER.NS
Patel Engineering Limited	PATELENG.NS
Fiem Industries Limited	FIEMIND.NS
Suven Life Sciences Limited	SUVEN.NS
Reliance Industrial Infrastructure Limited	RIIL.NS
Ugro Capital Limited	UGROCAP.NS
TTK Healthcare Limited	TTKHLTCARE.NS
Sutlej Textiles and Industries Limited	SUTLEJTEX.NS
ANDHRA PAPER LIMITED	ANDHRAPAP.NS
Ashapura Minechem Limited	ASHAPURMIN.NS
Orchid Pharma Limited	ORCHPHARMA.NS
BF Utilities Limited	BFUTILITIE.NS
Ajmera Realty & Infra India Limited	AJMERA.NS
Tamil Nadu Newsprint & Papers Limited	TNPL.NS
Vaselectedhman Holdings Limited	VHL.NS
Coffee Day Enterprises Limited	COFFEEDAY.NS
Lumax Auto Technologies Limited	LUMAXTECH.NS
Huhtamaki India Limited	HUHTAMAKI.NS
Sastasundar Ventures Limited	SASTASUNDR.NS
Sunflag Iron And Steel Company Limited	SUNFLAG.NS
Oriental Hotels Limited	ORIENTHOT.NS
Igarashi Motors India Limited	IGARASHI.NS
Sangam (India) Limited	SANGAMIND.NS
Everest Industries Limited	EVERESTIND.NS
NRB Bearing Limited	NRBBEARING.NS
Gujarat Industries Power Company Limited	GIPCL.NS
Repco Home Finance Limited	REPCOHOME.NS
Seshasayee Paper and Boaselecteds Limited	SESHAPAPER.NS
Sanghi Industries Limited	SANGHIIND.NS
Welspun Enterprises Limited	WELENT.NS
ITD Cementation India Limited	ITDCEM.NS
TARC Limited	TARC.NS
Centrum Capital Limited	CENTRUM.NS
Rushil Decor Limited	RUSHIL.NS
Bcl Industries Limited	BCLIND.NS
PNB Gilts Limited	PNBGILTS.NS
TD Power Systems Limited	TDPOWERSYS.NS
DCW Limited	DCW.NS
Mangalam Cement Limited	MANGLMCEM.NS
MPS Limited	MPSLTD.NS
Alicon Castalloy Limited	ALICON.NS
Gokul Agro Resources Limited	GOKULAGRO.NS
Clariant Chemicals (India) Limited	CLNINDIA.NS
GNA Axles Limited	GNA.NS
Tilaknagar Industries Limited	TI.NS
Zee Media Corporation Limited	ZEEMEDIA.NS
Pitti Engineering Limited	PITTIENG.NS
Quick Heal Technologies Limited	QUICKHEAL.NS
Tamilnadu PetroProducts Limited	TNPETRO.NS
BF Investment Limited	BFINVEST.NS
Mangalore Chemicals & Fertilizers Limited	MANGCHEFER.NS
Satia Industries Limited	SATIA.NS
GE Power India Limited	GEPIL.NS
Visaka Industries Limited	VISAKAIND.NS
5Paisa Capital Limited	5PAISA.NS
Vadilal Industries Limited	VADILALIND.NS
Wendt (India) Limited	WENDT.NS
K.P.I. Global Infrastructure Limited	KPIGLOBAL.NS
Monte Carlo Fashions Limited	MONTECARLO.NS
PTC India Financial Services Limited	PFS.NS
United Drilling Tools Limited	UNIDT.NS
Shree Digvijay Cement Co.Ltd	SHREDIGCEM.NS
Nahar Capital and Financial Services Limited	NAHARCAP.NS
Emami Paper Mills Limited	EMAMIPAP.NS
Bharat Bijlee Limited	BBL.NS
Chemcon Speciality Chemicals Limited	CHEMCON.NS
Banco Products (I) Limited	BANCOINDIA.NS
PC Jeweller Limited	PCJEWELLER.NS
Bhageria Industries Limited	BHAGERIA.NS
Entertainment Network (India) Limited	ENIL.NS
RSWM Limited	RSWM.NS
India Nippon Electricals Limited	INDNIPPON.NS
Taj GVK Hotels & Resorts Limited	TAJGVK.NS
Cerebra Integrated Technologies Limited	CEREBRAINT.NS
India Motor Parts and Accessories Limited	IMPAL.NS
Saksoft Limited	SAKSOFT.NS
Bajaj Healthcare Limited	BAJAJHCARE.NS
Suryoday Small Finance Bank Limited	SURYODAY.NS
IFGL Refractories Limited	IFGLEXPOR.NS
Uniphos Enterprises Limited	UNIENTER.NS
Automotive Stampings and Assemblies Limited	ASAL.NS
RPG Life Sciences Limited	RPGLIFE.NS
Vaselectedhman Special Steels Limited	VSSL.NS
Parag Milk Foods Limited	PARAGMILK.NS
Pearl Global Industries Limited	PGIL.NS
Orient Green Power Company Limited	GREENPOWER.NS
Nalwa Sons Investments Limited	NSIL.NS
Urja Global Limited	URJA.NS
Future Consumer Limited	FCONSUMER.NS
Panacea Biotec Limited	PANACEABIO.NS
The Dharamsi Morarji Chemical Company Limited	DHARAMSI.NS
Hexa Tradex Limited	HEXATRADEX.NS
Nandan Denim Limited	NDL.NS
Jet Airways (India) Limited	JETAIRWAYS.NS
Xchanging Solutions Limited	XCHANGING.NS
Music Broadcast Limited	RADIOCITY.NS
Agarwal Industrial Corporation Limited	AGARIND.NS
Sigachi Industries Limited	SIGACHI.NS
Madhya Bharat Agro Products Limited	MBAPL.NS
SMC Global Securities Limited	SMCGLOBAL.NS
Foseco India Limited	FOSECOIND.NS
Dredging Corporation of India Limited	DREDGECORP.NS
Precision Wires India Limited	PRECWIRE.NS
S. P. Apparels Limited	SPAL.NS
Apex Frozen Foods Limited	APEX.NS
Arvind SmartSpaces Limited	ARVSMART.NS
Creative Newtech Limited	CREATIVE.NS
GFL Limited	GFLLIMITED.NS
Indian Hume Pipe Company Limited	INDIANHUME.NS
Shree Pushkar Chemicals & Fertilisers Limited	SHREEPUSHK.NS
Themis Medicare Limited	THEMISMED.NS
3i Infotech Limited	3IINFOLTD.NS
Associated Alcohols & Breweries Ltd.	ASALCBR.NS
Shalimar Paints Limited	SHALPAINTS.NS
Ador Welding Limited	ADORWELD.NS
Bhagiradha Chemicals & Industries Limited	BHAGCHEM.NS
Shakti Pumps (India) Limited	SHAKTIPUMP.NS
Arman Financial Services Limited	ARMANFIN.NS
Rane Holdings Limited	RANEHOLDIN.NS
D. P. Abhushan Limited	DPABHUSHAN.NS
Lumax Industries Limited	LUMAXIND.NS
Uttam Sugar Mills Limited	UTTAMSUGAR.NS
Arihant Capital Markets Limited	ARIHANTCAP.NS
Krishana Phoschem Limited	KRISHANA.NS
Jagsonpal Pharmaceuticals Limited	JAGSNPHARM.NS
Shreyas Shipping & Logistics Limited	SHREYAS.NS
Ramco Systems Limited	RAMCOSYS.NS
Sree Rayalaseema Hi-Strength Hypo Limited	SRHHYPOLTD.NS
Kellton Tech Solutions Limited	KELLTONTEC.NS
NCL Industries Limited	NCLIND.NS
Dhunseri Ventures Limited	DVL.NS
DCM Shriram Industries Limited	DCMSRIND.NS
Bliss GVS Pharma Limited	BLISSGVS.NS
Oriental Carbon & Chemicals Limited	OCCL.NS
Madras Fertilizers Limited	MADRASFERT.NS
Sanghvi Movers Limited	SANGHVIMOV.NS
Allsec Technologies Limited	ALLSEC.NS
SMS Pharmaceuticals Limited	SMSPHARMA.NS
Onwaselected Technologies Limited	ONWAselectedTEC.NS
The Anup Engineering Limited	ANUP.NS
Medicamen Biotech Limited	MEDICAMEQ.NS
Inox Wind Energy Limited	IWEL.NS
Deccan Cements Limited	DECCANCE.NS
Nagarjuna Fertilizers and Chemicals Limited	NAGAFERT.NS
HT Media Limited	HTMEDIA.NS
The Ugar Sugar Works Limited	UGARSUGAR.NS
Mangalam Organics Limited	MANORG.NS
Satin Creditcare Network Limited	SATIN.NS
Speciality Restaurants Limited	SPECIALITY.NS
Arshiya Limited	ARSHIYA.NS
Zota Health Care LImited	ZOTA.NS
Jayant Agro Organics Limited	JAYAGROGN.NS
Aurionpro Solutions Limited	AURIONPRO.NS
Capacit'e Infraprojects Limited	CAPACITE.NS
Antony Waste Handling Cell Limited	AWHCL.NS
SEPC Limited	SEPC.NS
Reliance Communications Limited	RCOM.NS
ISMT Limited	ISMTLTD.NS
Orient Bell Limited	ORIENTBELL.NS
Deep Industries Limited	DEEPINDS.NS
Texmaco Infrastructure & Holdings Limited	TEXINFRA.NS
Orient Paper & Industries Limited	ORIENTPPR.NS
Spencer's Retail Limited	SPENCERS.NS
Goodluck India Limited	GOODLUCK.NS
HP Adhesives Limited	HPAL.NS
Balaji Telefilms Limited	BALAJITELE.NS
SML Isuzu Limited	SMLISUZU.NS
Rossell India Limited	ROSSELLIND.NS
DiGiSPICE Technologies Limited	DIGISPICE.NS
GIC Housing Finance Limited	GICHSGFIN.NS
Steelcast Limited	STEELCAS.NS
Jubilant Industries Limited	JUBLINDS.NS
Kuantum Papers Limited	KUANTUM.NS
Vimta Labs Limited	VIMTALABS.NS
Future Lifestyle Fashions Limited	FLFL.NS
Jindal Drilling And Industries Limited	JINDRILL.NS
Kalyani Investment Company Limited	KICL.NS
FCS Software Solutions Limited	FCSSOFT.NS
Yuken India Limited	YUKEN.NS
Dynemic Products Limited	DYNPRO.NS
TCPL Packaging Limited	TCPLPACK.NS
Nahar Industrial Enterprises Limited	NAHARINDUS.NS
Parsvnath Developers Limited	PARSVNATH.NS
Summit Securities Limited	SUMMITSEC.NS
Bigbloc Construction Limited	BIGBLOC.NS
Equippp Social Impact Technologies Limited	EQUIPPP.NS
IFB Agro Industries Limited	IFBAGRO.NS
Ganesh Benzoplast Limited	GANESHBE.NS
Rajnandini Metal Limited	RAJMET.NS
Lincoln Pharmaceuticals Limited	LINCOLN.NS
Kamdhenu Limited	KAMDHENU.NS
Allied Digital Services Limited	ADSL.NS
VLS Finance Limited	VLSFINANCE.NS
Jay Bharat Maruti Limited	JAYBARMARU.NS
HCL Infosystems Limited	HCL-INSYS.NS
Jash Engineering Limited	JASH.NS
Artemis Medicare Services Limited	ARTEMISMED.NS
Salasar Techno Engineering Limited	SALASAR.NS
HLV LIMITED	HLVLTD.NS
Universus Photo Imagings Limited	UNIVPHOTO.NS
B. L. Kashyap and Sons Limited	BLKASHYAP.NS
Monarch Networth Capital Limited	MONARCH.NS
Kanoria Chemicals & Industries Limited	KANORICHEM.NS
BGR Energy Systems Limited	BGRENERGY.NS
Kokuyo Camlin Limited	KOKUYOCMLN.NS
Hi-Tech Pipes Limited	HITECH.NS
Anjani Portland Cement Limited	APCL.NS
Oswal Chemicals & Fertilizers Limited	BINDALAGRO.NS
Control Print Limited	CONTROLPR.NS
The State Trading Corporation of India Limited	STCINDIA.NS
Centum Electronics Limited	CENTUM.NS
KBC Global Limited	KBCGLOBAL.NS
The Investment Trust Of India Limited	THEINVEST.NS
Swelect Energy Systems Limited	SWELECTES.NS
Likhitha Infrastructure Limited	LIKHITHA.NS
Rane (Madras) Limited	RML.NS
Aarti Surfactants Limited	AARTISURF.NS
AYM Syntex Limited	AYMSYNTEX.NS
Zuari Agro Chemicals Limited	ZUARI.NS
Asian Granito India Limited	ASIANTILES.NS
Talbros Automotive Components Limited	TALBROAUTO.NS
SVP GLOBAL TEXTILES LIMITED	SVPGLOB.NS
International Conveyors Limited	INTLCONV.NS
Skipper Limited	SKIPPER.NS
South West Pinnacle Exploration Limited	SOUTHWEST.NS
Shyam Century Ferrous Limited	SHYAMCENT.NS
Man Industries (India) Limited	MANINDS.NS
N. B. I. Industrial Finance Company Limited	NBIFIN.NS
Marathon Nextgen Realty Limited	MARATHON.NS
Beta Drugs Limited	BETA.NS
Tourism Finance Corporation of India Limited	TFCILTD.NS
Suumaya Industries Limited	SUULD.NS
Arihant Superstructures Limited	ARIHANTSUP.NS
Nectar Lifesciences Limited	NECLIFE.NS
The Ruby Mills Limited	RUBYMILLS.NS
Mangalam Global Enterprise Limited	MGEL.NS
Indraprastha Medical Corporation Limited	INDRAMEDCO.NS
Kriti Industries (India) Limited	KRITI.NS
Rama Steel Tubes Limited	RAMASTEEL.NS
Unitech Limited	UNITECH.NS
Zuari Global Limited	ZUARIGLOB.NS
DELPHI WORLD MONEY LIMITED	DELPHIFX.NS
Exxaro Tiles Limited	EXXARO.NS
Mawana Sugars Limited	MAWANASUG.NS
Crest Ventures Limited	CREST.NS
Plastiblends India Limited	PLASTIBLEN.NS
Nelcast Limited	NELCAST.NS
B&B Triplewall Containers Limited	BBTCL.NS
Snowman Logistics Limited	SNOWMAN.NS
Vascon Engineers Limited	VASCONEQ.NS
Kothari Petrochemicals Limited	KOTHARIPET.NS
Chaman Lal Setia Exports Limited	CLSEL.NS
V2 Retail Limited	V2RETAIL.NS
Repro India Limited	REPRO.NS
Bannari Amman Spinning Mills Limited	BASML.NS
MMP Industries Limited	MMP.NS
Menon Bearings Limited	MENONBE.NS
D-Link (India) Limited	DLINKINDIA.NS
The Sandesh Limited	SANDESH.NS
Yaari Digital Integrated Services Limited	YAARI.NS
Oricon Enterprises Limited	ORICONENT.NS
Vikas Lifecare Limited	VIKASLIFE.NS
Vikas Lifecare Limited	VIKASLIFE.NS
Pennar Industries Limited	PENIND.NS
Gallantt Metal Limited	GALLANTT.NS
Sterling Tools Limited	STERTOOLS.NS
Jai Balaji Industries Limited	JAIBALAJI.NS
Manaksia Limited	MANAKSIA.NS
Vinyl Chemicals (India) Limited	VINYLINDIA.NS
Cybertech Systems And Software Limited	CYBERTECH.NS
Navkar Corporation Limited	NAVKARCORP.NS
AXISCADES Technologies Limited	AXISCADES.NS
TVS Electronics Limited	TVSELECT.NS
Goa Carbon Limited	GOACARBON.NS
Rane Brake Lining Limited	RBL.NS
Sarla Performance Fibers Limited	SARLAPOLY.NS
Mallcom (India) Limited	MALLCOM.NS
Birla Cable Limited	BIRLACABLE.NS
Innovana Thinklabs Limited	INNOVANA.NS
Indo Borax & Chemicals Limited	INDOBORAX.NS
Sreeleathers Limited	SREEL.NS
